GeneID	Symbol	Description	log10baseMean	log2FC
55664	CDC37L1	cell division cycle 37 like 1, HSP90 cochaperone	2.647	-0.196
50808	AK3	adenylate kinase 3	3.399	0.464
10171	RCL1	RNA terminal phosphate cyclase like 1	2.576	-0.195
3717	JAK2	Janus kinase 2	2.798	-1.073
55848	PLGRKT	plasminogen receptor with a C-terminal lysine	2.91	0.705
29126	CD274	CD274 molecule	2.188	-1.922
80380	PDCD1LG2	programmed cell death 1 ligand 2	1.862	-1.218
57589	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	2.923	-0.617
79956	ERMP1	endoplasmic reticulum metallopeptidase 1	3.058	0.534
26953	RANBP6	RAN binding protein 6	2.721	-0.555
90865	IL33	interleukin 33	2.935	-1.576
115426	UHRF2	ubiquitin like with PHD and ring finger domains 2	3.097	-0.465
90871	DMAC1	distal membrane arm assembly component 1	3.027	0.864
5789	PTPRD	protein tyrosine phosphatase receptor type D	2.763	0.542
101929407	PTPRD-AS1	PTPRD antisense RNA 1	1.415	0.608
8777	MPDZ	multiple PDZ domain crumbs cell polarity complex component	2.685	-1.062
401492	LINC01235	long intergenic non-protein coding RNA 1235	2.029	-3.594
105375981	LOC105375981		2.182	0.282
203238	CCDC171	coiled-coil domain containing 171	2.059	0.47
54796	BNC2	basonuclin 2	2.527	-1.042
54875	CNTLN	centlein	2.343	-0.745
6456	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	1.157	1.422
105375987	LOC105375987	uncharacterized LOC105375987	1.895	2.303
92949	ADAMTSL1	ADAMTS like 1	2.713	0.507
107986990	LOC107986990	uncharacterized LOC107986990	1.134	1.785
105369293	LOC105369293	uncharacterized LOC105369293	1.13	1.064
10670	RRAGA	Ras related GTP binding A	3.121	-0.187
54801	HAUS6	HAUS augmin like complex subunit 6	2.642	-0.369
6194	RPS6	ribosomal protein S6	4.684	0.564
4300	MLLT3	MLLT3 super elongation complex subunit	2.827	0.307
1029	CDKN2A	cyclin dependent kinase inhibitor 2A	1.718	-0.753
100048912	CDKN2B-AS1	CDKN2B antisense RNA 1	2.586	3.072
1030	CDKN2B	cyclin dependent kinase inhibitor 2B	2.875	1.386
63951	DMRTA1	DMRT like family A1	1.624	1.238
1993	ELAVL2	ELAV like RNA binding protein 2	1.24	0.958
80173	IFT74	intraflagellar transport 74	2.725	0.469
64922	LRRC19	leucine rich repeat containing 19	2.948	1.331
7010	TEK	TEK receptor tyrosine kinase	2.784	-1.197
79817	MOB3B	MOB kinase activator 3B	2.989	0.467
107987057	LOC107987057		1.475	-0.548
203228	C9orf72	C9orf72-SMCR8 complex subunit	2.624	-0.373
23586	RIGI	RNA sensor RIG-I	2.72	-0.524
10210	TOPORS	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase	2.731	-0.355
4712	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	3.027	0.358
54840	APTX	aprataxin	2.815	0.237
3301	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	3.867	-0.509
2683	B4GALT1	beta-1,4-galactosyltransferase 1	3.407	-0.301
573	BAG1	BAG cochaperone 1	3.456	0.721
4799	NFX1	nuclear transcription factor, X-box binding 1	3.095	0.165
364	AQP7	aquaporin 7	2.054	1.507
360	AQP3	aquaporin 3 (Gill blood group)	2.699	-0.67
65083	NOL6	nucleolar protein 6	3.012	-0.201
441394	SUGT1P1	SUGT1 pseudogene 1	0.998	-1.386
304	ANXA2P2	annexin A2 pseudogene 2	2.695	-0.385
5646	PRSS3	serine protease 3	3.217	1.455
51271	UBAP1	ubiquitin associated protein 1	3.05	-0.235
57462	MYORG	myogenesis regulating glycosidase (putative)	3.157	1.023
84688	C9orf24	chromosome 9 open reading frame 24	1.872	1.932
203259	FAM219A	family with sequence similarity 219 member A	2.681	-0.904
1271	CNTFR	ciliary neurotrophic factor receptor	2.119	2.737
138716	RPP25L	ribonuclease P/MRP subunit p25 like	2.705	0.719
138715	ARID3C	AT-rich interaction domain 3C	1.057	0.795
2592	GALT	galactose-1-phosphate uridylyltransferase	2.874	0.407
3590	IL11RA	interleukin 11 receptor subunit alpha	2.829	0.646
730098	LOC730098	uncharacterized LOC730098	1.728	0.295
107987063	LOC107987063		1.634	0.528
25822	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5	2.44	-0.734
7415	VCP	valosin containing protein	3.778	-0.278
84720	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	2.991	0.316
30968	STOML2	stomatin like 2	3.35	0.416
80256	ATOSB	atos homolog B	2.926	0.288
10497	UNC13B	unc-13 homolog B	3.359	0.593
158381	ATP8B5P	ATPase phospholipid transporting 8B5, pseudogene	1.443	0.395
9853	RUSC2	RUN and SH3 domain containing 2	2.723	-0.664
6023	RMRP	RNA component of mitochondrial RNA processing endoribonuclease	2.186	1.226
203260	CCDC107	coiled-coil domain containing 107	2.666	0.487
84904	ARHGEF39	Rho guanine nucleotide exchange factor 39	2.801	0.542
7094	TLN1	talin 1	3.763	-0.422
102465513	MIR6852	microRNA 6852	1.567	-0.508
57704	GBA2	glucosylceramidase beta 2	3.515	0.648
9827	RGP1	RGP1 homolog, RAB6A GEF complex partner 1	3.067	0.284
26206	SPAG8	sperm associated antigen 8	1.791	0.387
84681	HINT2	histidine triad nucleotide binding protein 2	2.862	0.898
392307	FAM221B	family with sequence similarity 221 member B	1.299	1.349
51754	TMEM8B	transmembrane protein 8B	2.93	1.023
646962	HRCT1	histidine rich carboxyl terminus 1	2.49	1.557
152007	GLIPR2	GLI pathogenesis related 2	3.168	0.388
1211	CLTA	clathrin light chain A	3.596	0.431
10020	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	3.43	0.791
9380	GRHPR	glyoxylate and hydroxypyruvate reductase	3.234	0.351
26267	FBXO10	F-box protein 10	2.525	-0.529
158234	TRMT10B	tRNA methyltransferase 10B	2.75	0.387
219	ALDH1B1	aldehyde dehydrogenase 1 family member B1	3.268	0.59
100289137	FAM95C	family with sequence similarity 95 member C	2.306	1.201
158228	FAM201A	family with sequence similarity 201 member A	1.765	0.617
79937	CNTNAP3	contactin associated protein family member 3	1.976	-0.689
441430	ANKRD20A2P	ankyrin repeat domain 20 family member A2, pseudogene	1.221	0.661
100133036	FAM95B1	family with sequence similarity 95 member B1	1.621	1.4
101929959	BMS1P14	BMS1 pseudogene 14	1.92	-0.508
102724580	LOC102724580	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene	1.255	-0.605
728577	CNTNAP3B	contactin associated protein family member 3B	2.101	-0.82
107984126	LOC107984126	zinc finger protein 658B-like	1.241	0.387
100289279	CNTNAP3C	contactin associated protein family member 3C	1.377	-0.87
107987001	FAM27E4	family with sequence similarity 27 member E4	1.602	0.365
102723678	LOC102723678	uncharacterized LOC102723678	1.13	0.407
107987007	LOC107987007	uncharacterized LOC107987007	1.082	0.404
387628	FGF7P6	fibroblast growth factor 7 pseudogene 6	1.42	-0.381
103352539	LINC01410	long intergenic non-protein coding RNA 1410	1.67	-0.875
100132249	LOC100132249	uncharacterized LOC100132249	1.29	-1.018
403323	LERFS	lncRNA negative regulator of fibroblast-like synoviocyte migration, SYNCRIP interacting	1.517	0.605
375719	AQP7P1	aquaporin 7 pseudogene 1	1.261	-0.791
100996643	LOC100996643	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene	1.199	-0.559
203274	LINC00537	long intergenic non-protein coding RNA 537	1.72	-0.716
110006327	ANKRD20A4-ANKRD20A20P	ANKRD20A4-ANKRD20A20P readthrough	1.564	0.999
100132154	LOC100132154	ankyrin repeat domain 30B pseudogene	1.637	-0.795
105379251	LOC105379251	replaced by ID 220869	1.239	-0.872
112267859	LOC112267859	putative aquaporin-7-like protein 3	1.022	-0.663
105379252	LOC105379252	family with sequence similarity 95 member B1-like	1.614	1.4
441425	ANKRD20A3P	ankyrin repeat domain 20 family member A3, pseudogene	1.244	0.601
643827	CNTNAP3P2	CNTNAP3 pseudogene 2	2.026	-0.825
100131997	FAM27E3	family with sequence similarity 27 member E3	1.591	0.346
84210	ANKRD20A1	ankyrin repeat domain 20 family member A1	1.193	0.585
105376070	LOC105376070	uncharacterized LOC105376070	1.004	-0.505
169693	TMEM252	transmembrane protein 252	1.346	0.945
8395	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	2.924	0.5
101927069	LOC101927069	uncharacterized LOC101927069	1.659	-1.015
105376074	LOC105376074		1.087	0.727
320	APBA1	amyloid beta precursor protein binding family A member 1	2.277	0.602
256691	MAMDC2	MAM domain containing 2	2.871	0.757
100507244	MAMDC2-AS1	MAMDC2 antisense RNA 1	0.938	0.848
100507299	SMC5-DT	SMC5 divergent transcript	1.21	0.416
107984011	LOC107984011	uncharacterized LOC107984011	1.685	-0.876
23670	CEMIP2	cell migration inducing hyaluronidase 2	3.474	-0.539
138241	C9orf85	chromosome 9 open reading frame 85	2.468	0.271
100507540	LINC01504	long intergenic non-protein coding RNA 1504	1.883	0.992
301	ANXA1	annexin A1	3.705	-1.124
6096	RORB	RAR related orphan receptor B	1.384	-0.672
140803	TRPM6	transient receptor potential cation channel subfamily M member 6	2.727	2.697
55071	C9orf40	chromosome 9 open reading frame 40	2.488	0.563
54981	NMRK1	nicotinamide riboside kinase 1	2.957	-0.368
5125	PCSK5	proprotein convertase subtilisin/kexin type 5	3.173	0.609
2650	GCNT1	glucosaminyl (N-acetyl) transferase 1	2.896	0.686
9630	GNA14	G protein subunit alpha 14	2.376	-0.698
29968	PSAT1	phosphoserine aminotransferase 1	2.528	-1.528
105376106	LOC105376106	uncharacterized LOC105376106	1.694	0.801
158158	RASEF	RAS and EF-hand domain containing	2.971	0.747
112268037	LOC112268037		2.088	1.099
257019	FRMD3	FERM domain containing 3	2.404	-0.397
414328	IDNK	IDNK gluconokinase	2.304	0.319
29979	UBQLN1	ubiquilin 1	3.418	-0.259
80318	GKAP1	G kinase anchoring protein 1	2.166	0.199
64078	SLC28A3	solute carrier family 28 member 3	2.222	-0.797
4915	NTRK2	neurotrophic receptor tyrosine kinase 2	2.35	1.098
23287	AGTPBP1	ATP/GTP binding carboxypeptidase 1	2.751	-0.773
389765	LOC389765	kinesin family member 27 pseudogene	1.987	-0.281
60560	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit	3.128	0.664
51280	GOLM1	golgi membrane protein 1	3.962	1.012
79670	TUT7	terminal uridylyl transferase 7	3.134	-0.458
2619	GAS1	growth arrest specific 1	2.609	-2.706
440173	LINC02893	long intergenic non-protein coding RNA 2893	0.95	0.887
1514	CTSL	cathepsin L	3.332	-1.144
23552	CDK20	cyclin dependent kinase 20	2.33	0.929
102724156	LINC03026	long intergenic non-protein coding RNA 3026	1.718	1.848
286223	C9orf47	replaced by ID 1903	1.698	-1.507
1903	S1PR3	sphingosine-1-phosphate receptor 3	2.728	-1.443
53358	SHC3	SHC adaptor protein 3	2.11	-1.395
100422936	MIR3153	microRNA 3153	1.036	-0.874
79048	SECISBP2	SECIS binding protein 2	3.238	0.242
10507	SEMA4D	semaphorin 4D	3.235	-0.712
105376139	LOC105376139	uncharacterized LOC105376139	0.967	0.494
6850	SYK	spleen associated tyrosine kinase	3.32	0.377
549	AUH	AU RNA binding methylglutaconyl-CoA hydratase	2.965	0.244
4783	NFIL3	nuclear factor, interleukin 3 regulated	3.146	-0.621
105376146	LOC105376146	synapsin-1	1.147	-0.746
4920	ROR2	receptor tyrosine kinase like orphan receptor 2	2.4	-1.142
3376	IARS1	isoleucyl-tRNA synthetase 1	3.352	-0.333
55035	NOL8	nucleolar protein 8	2.998	-0.202
401541	CENPP	centromere protein P	2.412	-0.323
1842	ECM2	extracellular matrix protein 2	2.384	-0.704
64768	IPPK	inositol-pentakisphosphate 2-kinase	2.402	-0.309
100128361	LOC100128361	uncharacterized LOC100128361	1.447	-0.339
23299	BICD2	BICD cargo adaptor 2	2.838	-0.633
83744	ZNF484	zinc finger protein 484	2.162	-0.766
101927954	LOC101927954	uncharacterized LOC101927954	1.778	-0.629
4814	NINJ1	ninjurin 1	2.93	-0.494
65268	WNK2	WNK lysine deficient protein kinase 2	3.564	1.042
445577	FAM120A2P	family with sequence similarity 120A2, pseudogene	2.339	0.771
107987097	LOC107987097	uncharacterized LOC107987097	2.161	0.517
158293	FAM120AOS	family with sequence similarity 120A opposite strand	3.251	0.363
169841	ZNF169	zinc finger protein 169	2.13	0.529
54754	NUTM2F	NUT family member 2F	0.961	0.546
84641	MFSD14B	major facilitator superfamily domain containing 14B	3.093	-0.279
101928099	PCAT7	prostate cancer associated transcript 7	1.462	1.34
8789	FBP2	fructose-bisphosphatase 2	0.975	1.13
2203	FBP1	fructose-bisphosphatase 1	2.992	0.932
84909	AOPEP	aminopeptidase O (putative)	3.067	-0.422
101928119	LOC101928119	uncharacterized LOC101928119	1.04	-0.465
2176	FANCC	FA complementation group C	2.587	0.222
105376156	LOC105376156	uncharacterized LOC105376156	1.823	0.732
105376161	LOC105376161	uncharacterized LOC105376161	1.459	0.717
100128782	ERCC6L2-AS1	ERCC6L2 antisense RNA 1	2.514	0.573
100188953	LINC00092	long intergenic non-protein coding RNA 92	1.526	0.641
3293	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3	1.763	0.766
11046	SLC35D2	solute carrier family 35 member D2	3.121	0.794
22927	HABP4	hyaluronan binding protein 4	2.618	-0.56
195827	PRXL2C	peroxiredoxin like 2C	2.547	-0.951
441457	NUTM2G	NUT family member 2G	1.465	0.35
1515	CTSV	cathepsin V	1.96	0.873
101926917	ANKRD18CP	ankyrin repeat domain 18C, pseudogene	1.795	0.222
100499483	CCDC180	coiled-coil domain containing 180	1.899	0.319
23424	TDRD7	tudor domain containing 7	2.859	0.319
7507	XPA	XPA, DNA damage recognition and repair factor	2.611	0.29
10541	ANP32B	acidic nuclear phosphoprotein 32 family member B	3.593	0.235
54187	NANS	N-acetylneuraminate synthase	3.556	0.998
9830	TRIM14	tripartite motif containing 14	3.446	0.603
7464	CORO2A	coronin 2A	3.145	0.523
79695	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12	3.293	1.263
1306	COL15A1	collagen type XV alpha 1 chain	3.508	-2.488
7046	TGFBR1	transforming growth factor beta receptor 1	2.977	-0.528
85365	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	2.871	-0.3
10952	SEC61B	SEC61 translocon subunit beta	3.382	-0.272
8013	NR4A3	nuclear receptor subfamily 4 group A member 3	2.94	-1.151
441461	STX17-DT	STX17 divergent transcript	0.951	0.565
27130	INVS	inversin	2.569	-0.324
54881	TEX10	testis expressed 10	2.651	-0.144
91283	MSANTD3	Myb/SANT DNA binding domain containing 3	2.423	-0.768
100526694	MSANTD3-TMEFF1	MSANTD3-TMEFF1 readthrough	1.805	-0.932
8577	TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1	1.349	-0.683
347273	CAVIN4	caveolae associated protein 4	1.056	-0.794
54534	MRPL50	mitochondrial ribosomal protein L50	2.708	-0.198
84302	PGAP4	post-GPI attachment to proteins GalNAc transferase 4	2.9	1.033
56254	RNF20	ring finger protein 20	2.897	0.179
25934	NIPSNAP3A	nipsnap homolog 3A	2.877	0.574
19	ABCA1	ATP binding cassette subfamily A member 1	3.025	-0.94
23446	SLC44A1	solute carrier family 44 member 1	3.616	0.576
5887	RAD23B	RAD23 homolog B, nucleotide excision repair protein	3.467	-0.311
8727	CTNNAL1	catenin alpha like 1	2.873	-0.492
105376216	LOC105376216	uncharacterized LOC105376216	1.021	-0.827
54566	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	3.331	1.512
107987113	LOC107987113		2.47	2.118
5774	PTPN3	protein tyrosine phosphatase non-receptor type 3	2.991	0.853
445815	PALM2AKAP2	PALM2 and AKAP2 fusion	3.469	-1.212
105376217	LOC105376217	uncharacterized LOC105376217	1.009	-0.572
401546	C9orf152	chromosome 9 open reading frame 152	3.107	1.219
7295	TXN	thioredoxin	3.841	0.727
1902	LPAR1	lysophosphatidic acid receptor 1	2.94	-0.475
22949	PTGR1	prostaglandin reductase 1	3.007	0.813
552891	DNAJC25-GNG10	DNAJC25-GNG10 readthrough	2.62	-0.751
2790	GNG10	G protein subunit gamma 10	2.609	-0.767
7357	UGCG	UDP-glucose ceramide glucosyltransferase	3.306	-1.063
105376220	LINC02977	long intergenic non-protein coding RNA 2977	2.02	0.682
64420	SUSD1	sushi domain containing 1	2.646	0.457
84263	HSDL2	hydroxysteroid dehydrogenase like 2	3.141	0.642
58493	INIP	INTS3 and NABP interacting protein	2.819	0.364
401548	SNX30	sorting nexin family member 30	2.891	0.522
107987118	LOC107987118	replaced by ID 401548	1.483	0.824
112268054	LOC112268054		1.035	1.002
169834	ZNF883	zinc finger protein 883	1.274	-0.578
7539	ZFP37	ZFP37 zinc finger protein	1.61	-0.405
100128385	FAM225B	family with sequence similarity 225 member B	1.412	-1.685
286333	FAM225A	family with sequence similarity 225 member A	1.469	-1.631
1318	SLC31A2	solute carrier family 31 member 2	2.303	-0.609
23307	FKBP15	FKBP prolyl isomerase family member 15	3.065	-0.213
114987	WDR31	WD repeat domain 31	1.949	0.483
54836	BSPRY	B-box and SPRY domain containing	2.836	0.922
81932	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	3.413	1.142
210	ALAD	aminolevulinate dehydratase	3.119	0.454
257169	C9orf43	chromosome 9 open reading frame 43	1.209	-0.419
5998	RGS3	regulator of G protein signaling 3	3.084	-0.46
114991	ZNF618	zinc finger protein 618	2.432	-0.597
259	AMBP	alpha-1-microglobulin/bikunin precursor	1.104	0.754
113220	KIF12	kinesin family member 12	2.934	1.488
85301	COL27A1	collagen type XXVII alpha 1 chain	2.987	-1.358
105376224	LOC105376224	uncharacterized LOC105376224	1.303	-1.373
9550	ATP6V1G1	ATPase H+ transporting V1 subunit G1	3.23	-0.315
9966	TNFSF15	TNF superfamily member 15	2.171	-0.625
944	TNFSF8	TNF superfamily member 8	2.383	-0.746
3371	TNC	tenascin C	3.583	-2.281
5069	PAPPA	pappalysin 1	2.487	-1.348
493913	PAPPA-AS1	PAPPA antisense RNA 1	1.739	-1.353
7099	TLR4	toll like receptor 4	2.748	-0.907
100288842	B3GALT9	beta-1,3-galactosyltransferase 9	2.163	0.567
5711	PSMD5	proteasome 26S subunit, non-ATPase 5	2.867	-0.235
7185	TRAF1	TNF receptor associated factor 1	2.816	-0.669
2934	GSN	gelsolin	4.191	0.541
2040	STOM	stomatin	3.662	-1.341
153090	DAB2IP	DAB2 interacting protein	3.452	0.556
158135	TTLL11	tubulin tyrosine ligase like 11	2.339	0.224
4702	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	3.077	0.737
26468	LHX6	LIM homeobox 6	2.211	-1.737
92400	RBM18	RNA binding motif protein 18	2.786	-0.213
92399	MRRF	mitochondrial ribosome recycling factor	3.115	0.364
26740	OR1J2	olfactory receptor family 1 subfamily J member 2	1.175	-0.984
5082	PDCL	phosducin like	2.633	-0.335
54542	RC3H2	ring finger and CCCH-type domains 2	3.071	-0.361
10773	ZBTB6	zinc finger and BTB domain containing 6	2.328	-0.306
2844	GPR21	G protein-coupled receptor 21	1.519	-0.988
55342	STRBP	spermatid perinuclear RNA binding protein	3.085	0.462
81571	MIR600HG	MIR600 host gene	2.066	0.674
286204	CRB2	crumbs cell polarity complex component 2	2.424	1.295
57706	DENND1A	DENN domain containing 1A	2.898	0.184
100129034	LOC100129034	uncharacterized LOC100129034	3.3	0.323
105376270	LOC105376270	uncharacterized LOC105376270	1.029	1.494
2649	NR6A1	nuclear receptor subfamily 6 group A member 1	2.347	0.998
100379345	MIR181A2HG	MIR181A2 host gene	0.908	0.801
401551	WDR38	WD repeat domain 38	2.358	0.561
11224	RPL35	ribosomal protein L35	4.105	0.446
81873	ARPC5L	actin related protein 2/3 complex subunit 5 like	3.26	-0.222
3309	HSPA5	heat shock protein family A (Hsp70) member 5	4.425	-0.615
26130	GAPVD1	GTPase activating protein and VPS9 domains 1	3.059	-0.255
5090	PBX3	PBX homeobox 3	2.624	-0.527
89853	MVB12B	multivesicular body subunit 12B	2.645	0.587
23099	ZBTB43	zinc finger and BTB domain containing 43	2.86	-0.454
403341	ZBTB34	zinc finger and BTB domain containing 34	2.442	-0.392
9649	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	2.869	0.918
23452	ANGPTL2	angiopoietin like 2	3.141	-1.418
112268056	LOC112268056		1.692	0.445
29988	SLC2A8	solute carrier family 2 member 8	2.692	0.708
6136	RPL12	ribosomal protein L12	4.285	0.387
6812	STXBP1	syntaxin binding protein 1	2.621	-0.8
100500872	MIR3911	microRNA 3911	1.046	-0.607
27433	TOR2A	torsin family 2 member A	2.692	0.57
10044	SH2D3C	SH2 domain containing 3C	2.724	-0.823
107987132	LOC107987132	uncharacterized LOC107987132	1.165	-1.054
2022	ENG	endoglin	3.459	-1.407
102723566	LOC102723566	uncharacterized LOC102723566	2.488	-1.056
203	AK1	adenylate kinase 1	3.343	0.995
30815	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	3.575	1.171
27090	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	2.859	-0.493
399665	EEIG1	estrogen-induced osteoclastogenesis regulator 1	3.44	0.426
100289019	SLC25A25-AS1	SLC25A25 antisense RNA 1	3.143	0.833
80142	PTGES2	prostaglandin E synthase 2	3.309	0.711
3934	LCN2	lipocalin 2	3.68	-0.992
25792	CIZ1	CDKN1A interacting zinc finger protein 1	3.27	0.16
26995	TRUB2	TruB pseudouridine synthase family member 2	2.98	0.59
105376286	LOC105376286	uncharacterized LOC105376286	1.619	0.261
