GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
26027	5.26e-06	6.46e-07	0.2443	4.9768277	1.21590264	1024.51	ACOT11	acyl-CoA thioesterase 11
730091	5.28e-06	6.50e-07	0.1751	4.9757582	0.8712702	39.82	LINC00886	long intergenic non-protein coding RNA 886
338391	5.31e-06	6.54e-07	0.2769	-4.9746759	-1.37741378	17.81	H2BP2	H2B histone pseudogene 2
55160	5.32e-06	6.55e-07	0.1668	4.9742553	0.82983081	3251.89	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
643224	5.32e-06	6.55e-07	0.2884	4.9741793	1.43459196	53.1	TUBBP5	tubulin beta pseudogene 5
256227	5.33e-06	6.56e-07	0.1394	-4.9738838	-0.69337705	35.56	STEAP1B	STEAP family member 1B
54407	5.33e-06	6.56e-07	0.1657	-4.9739397	-0.82419365	6554.16	SLC38A2	solute carrier family 38 member 2
8715	5.33e-06	6.57e-07	0.2675	4.973692	1.33028331	12.87	NOL4	nucleolar protein 4
222171	5.34e-06	6.59e-07	0.3309	4.9730807	1.64566554	2075.64	PRR15	proline rich 15
100996348	5.35e-06	6.60e-07	0.2632	4.9728035	1.30872064	38.92	CA3-AS1	CA3 antisense RNA 1
5533	5.38e-06	6.65e-07	0.1123	-4.9714481	-0.55848679	621.97	PPP3CC	protein phosphatase 3 catalytic subunit gamma
23475	5.38e-06	6.65e-07	0.1821	4.9714545	0.9051807	1113.49	QPRT	quinolinate phosphoribosyltransferase
2184	5.41e-06	6.68e-07	0.1482	4.9704764	0.73682713	450.12	FAH	fumarylacetoacetate hydrolase
91689	5.42e-06	6.70e-07	0.1635	4.9698688	0.8125623	1223.78	SMDT1	single-pass membrane protein with aspartate rich tail 1
2275	5.42e-06	6.70e-07	0.2074	-4.9697366	-1.03070333	242.1	FHL3	four and a half LIM domains 3
6400	5.50e-06	6.80e-07	0.153	-4.9669843	-0.75982903	2963.5	SEL1L	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
104266957	5.50e-06	6.80e-07	0.2495	4.966902	1.23923313	23.36	KBTBD11-OT1	KBTBD11 overlapping transcript 1
10446	5.52e-06	6.83e-07	0.2271	4.9661711	1.12775411	270.32	LRRN2	leucine rich repeat neuronal 2
445815	5.54e-06	6.86e-07	0.2441	-4.9654003	-1.21219033	2947.67	PALM2AKAP2	PALM2 and AKAP2 fusion
7012	5.56e-06	6.90e-07	0.2852	4.9642912	1.4158006	11.87	TERC	telomerase RNA component
639	5.56e-06	6.90e-07	0.2351	-4.9642966	-1.16718481	1934.46	PRDM1	PR/SET domain 1
1124	5.56e-06	6.90e-07	0.1572	4.9642459	0.78056864	317.97	CHN2	chimerin 2
28477	5.57e-06	6.91e-07	0.2751	-4.9639197	-1.36565865	6596.29	IGHJ4	immunoglobulin heavy joining 4
284076	5.57e-06	6.91e-07	0.3326	4.963974	1.65119084	383.69	TTLL6	tubulin tyrosine ligase like 6
388551	5.57e-06	6.91e-07	0.1961	4.9638557	0.97346676	16.53	CEACAM16	"CEA cell adhesion molecule 16, tectorial membrane component"
8754	5.60e-06	6.95e-07	0.1759	-4.9628017	-0.87276314	2004.33	ADAM9	ADAM metallopeptidase domain 9
113220	5.68e-06	7.05e-07	0.2999	4.9599469	1.48760825	858.62	KIF12	kinesin family member 12
400916	5.69e-06	7.06e-07	0.2789	4.9596537	1.3831867	2454.02	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10
5624	5.70e-06	7.09e-07	0.2741	4.958929	1.35908962	23.24	PROC	"protein C, inactivator of coagulation factors Va and VIIIa"
5793	5.70e-06	7.09e-07	0.1737	-4.9588969	-0.8613666	909.87	PTPRG	protein tyrosine phosphatase receptor type G
81618	5.71e-06	7.09e-07	0.2438	4.9587533	1.2087429	25688.67	ITM2C	integral membrane protein 2C
56670	5.71e-06	7.11e-07	0.351	-4.958459	-1.74066271	22.55	SUCNR1	succinate receptor 1
105378687	5.74e-06	7.14e-07	0.2146	4.957434	1.06403887	35.93	CDC20-DT	CDC20 divergent transcript
105376505	5.77e-06	7.19e-07	0.2819	-4.9562086	-1.39731848	27.94	LOC105376505	uncharacterized LOC105376505
7127	5.79e-06	7.22e-07	0.2036	-4.955485	-1.00910979	2803.83	TNFAIP2	TNF alpha induced protein 2
30846	5.79e-06	7.22e-07	0.2297	-4.9554071	-1.13805876	1616.66	EHD2	EH domain containing 2
25909	5.82e-06	7.26e-07	0.1313	-4.954365	-0.65044505	1302.99	AHCTF1	AT-hook containing transcription factor 1
1468	5.83e-06	7.27e-07	0.2701	4.9540345	1.3381107	1667.45	SLC25A10	solute carrier family 25 member 10
80833	5.83e-06	7.27e-07	0.1951	-4.9540685	-0.96641675	1147.83	APOL3	apolipoprotein L3
554225	5.83e-06	7.28e-07	0.1822	4.9537901	0.90241332	50.14	STRCP1	stereocilin pseudogene 1
100288432	5.90e-06	7.37e-07	0.1646	-4.9514175	-0.81499882	34.18	IL10RB-DT	IL10RB divergent transcript
107984690	5.93e-06	7.41e-07	0.2584	-4.9503404	-1.27939985	61.43	LOC107984690	uncharacterized LOC107984690
105379130	5.95e-06	7.44e-07	0.2671	4.9496385	1.3219582	26.8	LOC105379130	uncharacterized LOC105379130
101928707	5.95e-06	7.43e-07	0.1438	4.9496579	0.71191814	62.19	CD2BP2-DT	CD2BP2 divergent transcript
105370994	5.95e-06	7.44e-07	0.2617	-4.9495044	-1.29540215	14.94	LOC105370994	
29796	5.95e-06	7.45e-07	0.2087	4.9493779	1.03296789	2133.9	UQCR10	"ubiquinol-cytochrome c reductase, complex III subunit X"
100506119	5.96e-06	7.46e-07	0.2215	-4.948977	-1.09603105	34.05	LINC01503	long intergenic non-protein coding RNA 1503
221914	5.97e-06	7.47e-07	0.145	4.9487972	0.71758693	71.96	GPC2	glypican 2
100128682	5.97e-06	7.47e-07	0.2651	4.9487058	1.31193507	8.14	LINC01531	long intergenic non-protein coding RNA 1531
726	5.99e-06	7.50e-07	0.2309	4.9479781	1.14265762	4649.34	CAPN5	calpain 5
644815	6.00e-06	7.51e-07	0.1842	4.94758	0.91126574	950.02	FAM83G	family with sequence similarity 83 member G
25801	6.03e-06	7.56e-07	0.1475	-4.9464175	-0.72941472	653.79	GCA	grancalcin
11223	6.06e-06	7.59e-07	0.2911	4.9455643	1.43963797	371.05	MST1L	macrophage stimulating 1 like (pseudogene)
105374309	6.07e-06	7.62e-07	0.4556	4.9449694	2.25301814	10.91	LOC105374309	uncharacterized LOC105374309
94241	6.08e-06	7.63e-07	0.2335	-4.9445524	-1.1547821	2528.85	TP53INP1	tumor protein p53 inducible nuclear protein 1
84628	6.08e-06	7.64e-07	0.2078	-4.9444722	-1.02756038	77.2	NTNG2	netrin G2
102724562	6.12e-06	7.68e-07	0.3201	4.9433252	1.58252677	364.83	LOC102724562	macrophage stimulating 1 pseudogene
22924	6.12e-06	7.69e-07	0.1451	4.9430364	0.71730737	462.76	MAPRE3	microtubule associated protein RP/EB family member 3
64321	6.15e-06	7.73e-07	0.2896	-4.9420971	-1.43099426	397.28	SOX17	SRY-box transcription factor 17
4664	6.19e-06	7.79e-07	0.1024	-4.9405114	-0.50589656	1169.74	NAB1	NGFI-A binding protein 1
7991	6.19e-06	7.79e-07	0.1917	-4.9405125	-0.94706162	399.67	TUSC3	tumor suppressor candidate 3
865	6.19e-06	7.79e-07	0.1181	-4.9406509	-0.58363357	951.13	CBFB	core-binding factor subunit beta
4189	6.19e-06	7.80e-07	0.1828	-4.9404252	-0.90312644	1021.28	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
105371028	6.22e-06	7.83e-07	0.4243	4.9395714	2.09569066	20.19	LOC105371028	
85014	6.24e-06	7.86e-07	0.2629	4.9388619	1.29865991	3407.68	TMEM141	transmembrane protein 141
10602	6.25e-06	7.88e-07	0.1782	-4.9384082	-0.8802202	959.82	CDC42EP3	CDC42 effector protein 3
9885	6.26e-06	7.89e-07	0.0798	4.9381304	0.3942871	1574.97	OSBPL2	oxysterol binding protein like 2
83483	6.26e-06	7.89e-07	0.222	-4.9380556	-1.0960167	4842.22	PLVAP	plasmalemma vesicle associated protein
84971	6.27e-06	7.91e-07	0.1721	4.9374976	0.84978193	955.08	ATG4D	autophagy related 4D cysteine peptidase
3538	6.28e-06	7.92e-07	0.2941	-4.9372957	-1.45206601	66171.36	IGLC2	immunoglobulin lambda constant 2
91775	6.33e-06	7.99e-07	0.2095	-4.9355678	-1.03421169	581.74	NXPE3	neurexophilin and PC-esterase domain family member 3
23624	6.35e-06	8.01e-07	0.3133	4.9350246	1.54603714	1344.99	CBLC	Cbl proto-oncogene C
8767	6.35e-06	8.03e-07	0.1789	-4.934716	-0.88272571	538.64	RIPK2	receptor interacting serine/threonine kinase 2
79899	6.36e-06	8.04e-07	0.2326	4.9343592	1.14792257	1364.75	PRR5L	proline rich 5 like
340075	6.37e-06	8.06e-07	0.2412	-4.9339745	-1.1899039	63.88	ARSI	arylsulfatase family member I
51703	6.39e-06	8.08e-07	0.1708	4.9333484	0.84279532	4510.85	ACSL5	acyl-CoA synthetase long chain family member 5
107986588	6.43e-06	8.14e-07	0.1218	4.9320808	0.60077917	253.01	EHMT2-AS1	EHMT2 and SLC44A4 antisense RNA 1
55437	6.44e-06	8.15e-07	0.1506	4.9318553	0.74297198	572.36	STRADB	STE20 related adaptor beta
105375355	6.44e-06	8.16e-07	0.2094	4.9315035	1.03264237	41.67	UPK3B	uroplakin 3B
102723983	6.44e-06	8.16e-07	0.2362	4.9315214	1.16469606	156.54	LOC102723983	
2767	6.46e-06	8.18e-07	0.1818	4.9310397	0.89640299	4514.86	GNA11	G protein subunit alpha 11
151295	6.46e-06	8.19e-07	0.1916	4.930896	0.94460953	170	SLC23A3	solute carrier family 23 member 3
132014	6.49e-06	8.22e-07	0.2497	4.9299887	1.23084643	1440.07	IL17RE	interleukin 17 receptor E
145483	6.51e-06	8.25e-07	0.0751	4.9293158	0.37035001	211.54	FAM161B	FAM161 centrosomal protein B
107986035	6.52e-06	8.27e-07	0.2331	-4.9287714	-1.14913189	18.55	LOC107986035	
83648	6.54e-06	8.30e-07	0.2563	-4.9281234	-1.26307847	127.92	FAM167A	family with sequence similarity 167 member A
28776	6.54e-06	8.30e-07	0.2746	-4.9281622	-1.35309265	793.46	IGLV7-43	immunoglobulin lambda variable 7-43
105373581	6.56e-06	8.33e-07	0.2334	4.927485	1.15027022	236.82	LOC105373581	uncharacterized LOC105373581
107985236	6.60e-06	8.39e-07	0.1204	4.9261354	0.59294593	450.9	LOC107985236	uncharacterized LOC107985236
107985359	6.62e-06	8.42e-07	0.3003	4.9254484	1.47921759	34.09	LOC107985359	uncharacterized LOC107985359
26524	6.65e-06	8.46e-07	0.2409	-4.9244587	-1.18629292	606.04	LATS2	large tumor suppressor kinase 2
105371701	6.65e-06	8.46e-07	0.2109	4.9243371	1.03847761	9.38	LOC105371701	uncharacterized LOC105371701
9766	6.71e-06	8.54e-07	0.1443	-4.9225462	-0.71048655	1764.86	SUSD6	sushi domain containing 6
955	6.73e-06	8.57e-07	0.1675	4.9220292	0.82449044	3884.39	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6
29780	6.73e-06	8.57e-07	0.1953	-4.9218114	-0.96143588	508.23	PARVB	parvin beta
83857	6.75e-06	8.60e-07	0.2678	-4.9212641	-1.31769543	788.31	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1
64420	6.75e-06	8.60e-07	0.0928	4.9211219	0.45664573	442.64	SUSD1	sushi domain containing 1
2687	6.76e-06	8.61e-07	0.2402	-4.9209266	-1.18180049	1044.24	GGT5	gamma-glutamyltransferase 5
7039	6.77e-06	8.63e-07	0.2309	4.9205181	1.13625727	415.18	TGFA	transforming growth factor alpha
79917	6.77e-06	8.63e-07	0.2636	4.9205817	1.29685904	202.51	MAGIX	"MAGI family member, X-linked"
2078	6.78e-06	8.65e-07	0.2493	-4.9200091	-1.22636967	631.62	ERG	ETS transcription factor ERG
55205	6.80e-06	8.68e-07	0.2177	-4.9194849	-1.07087193	716.35	ZNF532	zinc finger protein 532
28475	6.81e-06	8.69e-07	0.3072	-4.9191592	-1.51126915	4254.94	IGHJ6	immunoglobulin heavy joining 6
140801	6.81e-06	8.70e-07	0.4203	4.9190703	2.06768334	60.04	RPL10L	ribosomal protein L10 like
101928953	6.85e-06	8.75e-07	0.1991	4.9178104	0.97904139	680.66	LOC101928953	uncharacterized LOC101928953
91252	6.85e-06	8.75e-07	0.1171	-4.9177533	-0.57601533	896.9	SLC39A13	solute carrier family 39 member 13
55592	6.85e-06	8.76e-07	0.1844	4.9176153	0.9069875	697.84	GOLGA2P5	GOLGA2 pseudogene 5
150159	6.88e-06	8.80e-07	0.0984	-4.9167592	-0.48376987	104.98	SLC9B1	solute carrier family 9 member B1
6195	6.88e-06	8.81e-07	0.1717	4.9164818	0.84407561	3357.84	RPS6KA1	ribosomal protein S6 kinase A1
84152	6.92e-06	8.85e-07	0.307	4.915522	1.50925862	6943.09	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B
51299	6.92e-06	8.86e-07	0.2461	-4.9152938	-1.20972404	245.18	NRN1	neuritin 1
105376323	6.93e-06	8.88e-07	0.1827	4.915044	0.89816045	15.5	LINC02846	long intergenic non-protein coding RNA 2846
285533	6.94e-06	8.89e-07	0.2629	-4.9146691	-1.29196191	12.86	RNF175	ring finger protein 175
775	6.94e-06	8.90e-07	0.197	-4.914584	-0.96837891	377.26	CACNA1C	calcium voltage-gated channel subunit alpha1 C
56937	6.99e-06	8.97e-07	0.1576	-4.9130557	-0.77433097	1161.22	PMEPA1	"prostate transmembrane protein, androgen induced 1"
1417	7.00e-06	8.99e-07	0.1256	4.9126043	0.61708613	502.45	CRYBB3	crystallin beta B3
440836	7.04e-06	9.04e-07	0.1997	-4.91151	-0.98102754	620.85	ODF3B	outer dense fiber of sperm tails 3B
105377979	7.05e-06	9.05e-07	0.344	4.9112544	1.68957262	30.93	LOC105377979	uncharacterized LOC105377979
105379162	7.06e-06	9.06e-07	0.3526	4.9109232	1.73144947	39.62	LOC105379162	uncharacterized LOC105379162
101927811	7.06e-06	9.07e-07	0.1501	4.9108044	0.737053	59.25	ITGB8-AS1	ITGB8 antisense RNA 1
26750	7.08e-06	9.10e-07	0.1003	-4.9101762	-0.49257509	388.87	RPS6KC1	ribosomal protein S6 kinase C1
100507392	7.09e-06	9.11e-07	0.2182	-4.9098902	-1.0712367	26.14	SENCR	smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA
100996291	7.10e-06	9.14e-07	0.2768	-4.9093026	-1.35869755	13.95	LINC01993	long intergenic non-protein coding RNA 1993
100302183	7.11e-06	9.15e-07	0.1368	4.9091029	0.67140162	43.02	MIR1825	microRNA 1825
105369647	7.19e-06	9.26e-07	0.1936	-4.9067595	-0.9498583	9.64	LOC105369647	uncharacterized LOC105369647
4902	7.20e-06	9.27e-07	0.2367	4.9065389	1.16147313	94.75	NRTN	neurturin
92211	7.20e-06	9.28e-07	0.3519	4.9064205	1.72635485	3599.09	CDHR1	cadherin related family member 1
102724297	7.22e-06	9.30e-07	0.1344	-4.9059156	-0.65931611	19.96	CCR5AS	CCR5 antisense RNA
100128750	7.22e-06	9.31e-07	0.1936	-4.9055976	-0.94969399	41	RBPMS-AS1	RBPMS antisense RNA 1
117166	7.23e-06	9.33e-07	0.2823	4.9053661	1.38460971	50.47	WFIKKN1	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
444	7.24e-06	9.34e-07	0.138	-4.9051195	-0.67711619	2957.36	ASPH	aspartate beta-hydroxylase
102800317	7.24e-06	9.34e-07	0.0815	-4.905023	-0.39989507	1099.79	TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough
114897	7.24e-06	9.35e-07	0.2064	-4.9048149	-1.01231818	855.12	C1QTNF1	C1q and TNF related 1
440689	7.30e-06	9.42e-07	0.2504	-4.903284	-1.22800946	97.36	H2BC18	H2B clustered histone 18
22877	7.31e-06	9.44e-07	0.1099	4.9029655	0.53904956	7150.4	MLXIP	MLX interacting protein
3299	7.33e-06	9.48e-07	0.1584	4.9021499	0.77665351	774.03	HSF4	heat shock transcription factor 4
9032	7.33e-06	9.48e-07	0.3298	4.9021243	1.61651823	197.74	TM4SF5	transmembrane 4 L six family member 5
11067	7.33e-06	9.49e-07	0.2621	-4.9020307	-1.28502142	3432.51	DEPP1	DEPP autophagy regulator 1
123688	7.34e-06	9.49e-07	0.1318	4.9018333	0.64595236	101.14	HYKK	hydroxylysine kinase
9940	7.34e-06	9.50e-07	0.1492	4.9016272	0.73137201	397.35	DLEC1	DLEC1 cilia and flagella associated protein
136895	7.34e-06	9.50e-07	0.1799	4.9016323	0.88193165	290.48	C7orf31	chromosome 7 open reading frame 31
282890	7.35e-06	9.52e-07	0.1451	4.9014067	0.71122105	80.09	ZNF311	zinc finger protein 311
105378539	7.36e-06	9.53e-07	0.1173	4.9010113	0.57466928	426.22	LOC105378539	
102723415	7.37e-06	9.56e-07	0.1661	4.9005193	0.81375147	34.29	LOC102723415	replaced by ID 79667
29941	7.40e-06	9.59e-07	0.1357	-4.8998199	-0.66502106	472.27	PKN3	protein kinase N3
105377108	7.41e-06	9.61e-07	0.3826	4.8994577	1.87460705	2408.72	FAM3D-AS1	FAM3D antisense RNA 1
928	7.41e-06	9.62e-07	0.1638	4.8993581	0.80235754	9720.03	CD9	CD9 molecule
84108	7.46e-06	9.68e-07	0.0815	-4.8980668	-0.39931242	197.77	PCGF6	polycomb group ring finger 6
1806	7.47e-06	9.70e-07	0.2094	-4.8976811	-1.02559057	571.27	DPYD	dihydropyrimidine dehydrogenase
528	7.47e-06	9.71e-07	0.0821	-4.8975235	-0.401891	961.6	ATP6V1C1	ATPase H+ transporting V1 subunit C1
55700	7.51e-06	9.77e-07	0.1234	-4.8963069	-0.60420476	2215.52	MAP7D1	MAP7 domain containing 1
101929234	7.55e-06	9.82e-07	0.2665	4.8952956	1.30462032	10.5	LOC101929234	uncharacterized LOC101929234
9340	7.57e-06	9.85e-07	0.2414	4.8946502	1.1815706	279.02	GLP2R	glucagon like peptide 2 receptor
571	7.62e-06	9.91e-07	0.211	-4.8933483	-1.03250577	1076.69	BACH1	BTB domain and CNC homolog 1
10518	7.64e-06	9.94e-07	0.19	4.8927615	0.92949739	230.98	CIB2	calcium and integrin binding family member 2
126917	7.67e-06	9.99e-07	0.2549	-4.8918439	-1.24713274	798.76	IFFO2	intermediate filament family orphan 2
4948	7.71e-06	1.00e-06	0.2547	4.8907498	1.24561389	8.82	OCA2	OCA2 melanosomal transmembrane protein
6687	7.73e-06	1.01e-06	0.0936	4.8902032	0.45769053	3275.93	SPG7	"SPG7 matrix AAA peptidase subunit, paraplegin"
101101775	7.76e-06	1.01e-06	0.1596	4.8894756	0.78018095	52.93	TMEM220-AS1	TMEM220 antisense RNA 1
102724760	7.78e-06	1.01e-06	0.2989	-4.888811	-1.46107832	130.96	LOC102724760	immunoglobulin heavy variable 1/OR15-1 pseudogene
5791	7.81e-06	1.02e-06	0.1814	-4.8879951	-0.88677797	1099.77	PTPRE	protein tyrosine phosphatase receptor type E
23005	7.82e-06	1.02e-06	0.114	-4.8876982	-0.5571131	615.04	MAPKBP1	mitogen-activated protein kinase binding protein 1
10230	7.83e-06	1.02e-06	0.1395	4.8874815	0.68180172	222.21	NBR2	neighbor of BRCA1 lncRNA 2
353500	7.83e-06	1.02e-06	0.1448	-4.8871641	-0.70746376	358.05	BMP8A	bone morphogenetic protein 8a
100500853	7.88e-06	1.03e-06	0.1462	-4.8860371	-0.71444911	40.15	MIR3605	microRNA 3605
84775	7.91e-06	1.03e-06	0.1037	4.8852291	0.50649232	130.63	ZNF607	zinc finger protein 607
387707	7.91e-06	1.03e-06	0.2009	-4.8851176	-0.98164808	71.62	CC2D2B	coiled-coil and C2 domain containing 2B
4151	7.93e-06	1.04e-06	0.3358	4.8845953	1.64014445	182.16	MB	myoglobin
1454	7.96e-06	1.04e-06	0.0823	-4.8837661	-0.40186295	1084.13	CSNK1E	casein kinase 1 epsilon
9976	7.96e-06	1.04e-06	0.2161	-4.883507	-1.05516808	540.89	CLEC2B	C-type lectin domain family 2 member B
1892	7.98e-06	1.04e-06	0.2021	4.8830586	0.98708989	4962.54	ECHS1	"enoyl-CoA hydratase, short chain 1"
1493	7.99e-06	1.05e-06	0.306	-4.8827436	-1.49421713	322.12	CTLA4	cytotoxic T-lymphocyte associated protein 4
55624	8.00e-06	1.05e-06	0.0868	4.8823688	0.4237984	1330.9	POMGNT1	"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
100287837	8.00e-06	1.05e-06	0.2495	-4.8824298	-1.21829564	34.75	ARHGEF17-AS1	ARHGEF17 antisense RNA 1
284009	8.01e-06	1.05e-06	0.1777	4.882145	0.86743486	9.89	LOC284009	uncharacterized LOC284009
5698	8.02e-06	1.05e-06	0.1717	-4.8816803	-0.83831083	1471.08	PSMB9	proteasome 20S subunit beta 9
51285	8.02e-06	1.05e-06	0.1477	-4.8815787	-0.72115156	448.67	RASL12	RAS like family 12
3487	8.03e-06	1.05e-06	0.1572	-4.8813875	-0.76752826	11239.25	IGFBP4	insulin like growth factor binding protein 4
10901	8.03e-06	1.05e-06	0.1799	4.8811842	0.87832402	1007.23	DHRS4	dehydrogenase/reductase 4
5603	8.03e-06	1.05e-06	0.1863	4.8810949	0.90911443	3454.68	MAPK13	mitogen-activated protein kinase 13
84302	8.05e-06	1.06e-06	0.2117	4.8807234	1.0332913	793.67	PGAP4	post-GPI attachment to proteins GalNAc transferase 4
79884	8.06e-06	1.06e-06	0.2505	-4.8800895	-1.22227362	149.08	MAP9	microtubule associated protein 9
170954	8.06e-06	1.06e-06	0.2084	-4.8800372	-1.01686704	1387.67	PPP1R18	protein phosphatase 1 regulatory subunit 18
387758	8.06e-06	1.06e-06	0.2985	-4.8800996	-1.45666864	239.59	FIBIN	fin bud initiation factor homolog
1431	8.06e-06	1.06e-06	0.1127	4.8801059	0.55010361	4483.86	CS	citrate synthase
503639	8.06e-06	1.06e-06	0.3278	-4.8799242	-1.59944887	12.13	DUXAP10	double homeobox A pseudogene 10
730013	8.06e-06	1.06e-06	0.2687	4.8798596	1.31104212	46.39	ABCC6P2	ATP binding cassette subfamily C member 6 pseudogene 2
28483	8.07e-06	1.06e-06	0.2975	-4.8797484	-1.45152722	1792.29	IGHJ1	immunoglobulin heavy joining 1
23271	8.08e-06	1.06e-06	0.1951	-4.8792504	-0.95200975	630.65	CAMSAP2	calmodulin regulated spectrin associated protein family member 2
55806	8.11e-06	1.07e-06	0.2336	4.8784834	1.13946924	1436.13	HR	HR lysine demethylase and nuclear receptor corepressor
27173	8.12e-06	1.07e-06	0.0787	-4.8782214	-0.3838354	1897.92	SLC39A1	solute carrier family 39 member 1
8705	8.12e-06	1.07e-06	0.1644	4.8781278	0.80174677	287.08	B3GALT4	"beta-1,3-galactosyltransferase 4"
105379508	8.21e-06	1.08e-06	0.1356	4.8758602	0.66138705	35.2	LOC105379508	
29765	8.22e-06	1.09e-06	0.1743	4.8755408	0.84957838	22.17	TMOD4	tropomodulin 4
107986004	8.23e-06	1.09e-06	0.3138	4.8753416	1.5298542	60.37	LOC107986004	uncharacterized LOC107986004
6545	8.24e-06	1.09e-06	0.2482	4.8749375	1.2097806	39.56	SLC7A4	solute carrier family 7 member 4
9659	8.26e-06	1.09e-06	0.0865	-4.8743408	-0.42145244	1168.83	PDE4DIP	phosphodiesterase 4D interacting protein
7321	8.26e-06	1.09e-06	0.1316	-4.8743808	-0.64134649	511.92	UBE2D1	ubiquitin conjugating enzyme E2 D1
84962	8.26e-06	1.09e-06	0.1728	-4.8744983	-0.84248232	140.74	AJUBA	ajuba LIM protein
28443	8.26e-06	1.09e-06	0.3125	-4.8743215	-1.52320739	91.5	IGHV3-22	immunoglobulin heavy variable 3-22 (pseudogene)
51106	8.34e-06	1.10e-06	0.0764	4.8722773	0.37245958	397.18	TFB1M	"transcription factor B1, mitochondrial"
57655	8.37e-06	1.11e-06	0.1314	-4.8714186	-0.63986542	1745.53	GRAMD1A	GRAM domain containing 1A
348645	8.38e-06	1.11e-06	0.2293	-4.871207	-1.11706111	199.02	MIR3667HG	MIR3667 host gene
25791	8.38e-06	1.11e-06	0.2693	4.8711129	1.31184918	816.21	NGEF	neuronal guanine nucleotide exchange factor
55090	8.40e-06	1.11e-06	0.132	4.8706551	0.64314135	386.79	MED9	mediator complex subunit 9
717	8.40e-06	1.11e-06	0.2132	-4.8705473	-1.03818621	1200.98	C2	complement C2
105374636	8.41e-06	1.11e-06	0.2825	4.8702285	1.37607265	19.17	LOC105374636	uncharacterized LOC105374636
10622	8.47e-06	1.12e-06	0.1151	-4.8687197	-0.56031586	80.18	POLR3G	RNA polymerase III subunit G
187	8.51e-06	1.13e-06	0.2348	-4.8677156	-1.14272929	888.76	APLNR	apelin receptor
3559	8.54e-06	1.13e-06	0.304	-4.8668957	-1.47955838	291.43	IL2RA	interleukin 2 receptor subunit alpha
105375431	8.57e-06	1.14e-06	0.2952	4.8661353	1.4363987	1027.78	LOC105375431	uncharacterized LOC105375431
941	8.61e-06	1.14e-06	0.2976	-4.8651147	-1.44793025	54.87	CD80	CD80 molecule
102723493	8.67e-06	1.15e-06	0.2877	4.8636907	1.39916148	9.4	LOC102723493	uncharacterized LOC102723493
201176	8.67e-06	1.15e-06	0.1239	4.8635979	0.60270639	3490.06	ARHGAP27	Rho GTPase activating protein 27
8454	8.70e-06	1.16e-06	0.0411	-4.8629249	-0.19969465	1660.99	CUL1	cullin 1
57198	8.75e-06	1.16e-06	0.2197	-4.8616743	-1.06799094	1169.12	ATP8B2	ATPase phospholipid transporting 8B2
55753	8.81e-06	1.17e-06	0.2326	4.8603312	1.13070643	52.67	OGDHL	oxoglutarate dehydrogenase L
