GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
105274304	1.16e-01	7.27e-02	0.1332	1.7948006	0.23910183	14.56	LOC105274304	uncharacterized LOC105274304
51124	1.17e-01	7.27e-02	0.0826	-1.7945262	-0.14816569	1073.92	IER3IP1	immediate early response 3 interacting protein 1
5251	1.17e-01	7.28e-02	0.2701	-1.7940769	-0.48457588	13.95	PHEX	phosphate regulating endopeptidase X-linked
10092	1.17e-01	7.29e-02	0.0886	-1.7934657	-0.1588339	4165.89	ARPC5	actin related protein 2/3 complex subunit 5
27000	1.17e-01	7.29e-02	0.0654	-1.7934096	-0.11727546	849.67	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2
6778	1.17e-01	7.29e-02	0.0555	1.7932446	0.09956678	5559.02	STAT6	signal transducer and activator of transcription 6
550631	1.17e-01	7.30e-02	0.0965	-1.7931095	-0.17299325	154.62	CCDC157	coiled-coil domain containing 157
80323	1.17e-01	7.30e-02	0.1823	1.7928207	0.32681758	717.16	CCDC68	coiled-coil domain containing 68
1299	1.17e-01	7.30e-02	0.177	-1.7927848	-0.31730984	327.47	COL9A3	collagen type IX alpha 3 chain
107985304	1.17e-01	7.30e-02	0.2015	-1.7927062	-0.36128089	211.44	LOC107985304	uncharacterized LOC107985304
1730	1.17e-01	7.30e-02	0.0871	-1.7927341	-0.15621042	1070.97	DIAPH2	diaphanous related formin 2
23259	1.17e-01	7.30e-02	0.1115	-1.7925875	-0.19985024	967.04	DDHD2	DDHD domain containing 2
57599	1.17e-01	7.31e-02	0.0579	1.7925088	0.10371884	987.23	WDR48	WD repeat domain 48
55654	1.17e-01	7.33e-02	0.0898	1.7912573	0.16080469	2207.84	TMEM127	transmembrane protein 127
57194	1.17e-01	7.32e-02	0.2056	-1.7912771	-0.36834694	277.66	ATP10A	ATPase phospholipid transporting 10A (putative)
10926	1.17e-01	7.33e-02	0.1137	-1.7909135	-0.20360159	419.07	DBF4	DBF4 zinc finger
92579	1.17e-01	7.33e-02	0.1289	1.7909108	0.23091009	813.61	G6PC3	glucose-6-phosphatase catalytic subunit 3
57720	1.17e-01	7.34e-02	0.0703	1.7903844	0.12586516	2018.26	GPR107	G protein-coupled receptor 107
345193	1.18e-01	7.35e-02	0.1816	-1.7899115	-0.32499295	9.82	LRIT3	"leucine rich repeat, Ig-like and transmembrane domains 3"
107986175	1.18e-01	7.35e-02	0.2317	1.7894438	0.41458092	28.27	LOC107986175	
50804	1.18e-01	7.36e-02	0.14	1.7893171	0.2505671	361.83	MYEF2	myelin expression factor 2
53630	1.18e-01	7.36e-02	0.2571	1.7892259	0.45998706	65.61	BCO1	beta-carotene oxygenase 1
151473	1.18e-01	7.36e-02	0.1459	-1.7888238	-0.26092889	210.58	SLC16A14	solute carrier family 16 member 14
283871	1.18e-01	7.38e-02	0.1688	1.7880965	0.30189852	838.53	PGP	phosphoglycolate phosphatase
107984243	1.18e-01	7.38e-02	0.1612	1.7878482	0.28813363	21.29	LOC107984243	uncharacterized LOC107984243
6732	1.18e-01	7.38e-02	0.1274	1.7876544	0.2277085	2215.43	SRPK1	SRSF protein kinase 1
81846	1.18e-01	7.39e-02	0.1483	-1.7873058	-0.26501667	862.7	SBF2	SET binding factor 2
56259	1.18e-01	7.39e-02	0.0964	1.7873388	0.17237051	963.74	CTNNBL1	catenin beta like 1
130355	1.18e-01	7.40e-02	0.0796	-1.7866499	-0.14228256	150.74	C2orf76	chromosome 2 open reading frame 76
31	1.18e-01	7.40e-02	0.109	-1.7863144	-0.19472596	973.81	ACACA	acetyl-CoA carboxylase alpha
23428	1.18e-01	7.41e-02	0.1398	1.7858999	0.24968546	640.93	SLC7A8	solute carrier family 7 member 8
399693	1.19e-01	7.42e-02	0.2582	1.7854031	0.46100475	9.21	CCDC187	coiled-coil domain containing 187
105373422	1.19e-01	7.42e-02	0.1867	1.785209	0.33322465	31.09	LOC105373422	uncharacterized LOC105373422
107986083	1.19e-01	7.42e-02	0.1138	-1.7852036	-0.20312307	21.91	LOC107986083	
84215	1.19e-01	7.43e-02	0.227	-1.7846311	-0.40503834	14.3	ZNF541	zinc finger protein 541
11064	1.19e-01	7.44e-02	0.1618	-1.7842907	-0.28878179	851.9	CNTRL	centriolin
1285	1.19e-01	7.45e-02	0.2679	-1.7836868	-0.47778891	200.01	COL4A3	collagen type IV alpha 3 chain
105374584	1.19e-01	7.45e-02	0.1858	-1.7833983	-0.33136765	63.08	LOC105374584	uncharacterized LOC105374584
5452	1.19e-01	7.46e-02	0.2943	-1.7831202	-0.52468325	601.26	POU2F2	POU class 2 homeobox 2
84083	1.19e-01	7.46e-02	0.0791	-1.7829266	-0.14101384	167.12	ZRANB3	zinc finger RANBP2-type containing 3
58516	1.19e-01	7.46e-02	0.1308	-1.782956	-0.23317626	1196.72	SINHCAF	SIN3-HDAC complex associated factor
9518	1.19e-01	7.47e-02	0.2895	1.7824703	0.51596849	1837.62	GDF15	growth differentiation factor 15
54532	1.19e-01	7.47e-02	0.1728	1.7823852	0.30795373	1369.54	USP53	ubiquitin specific peptidase 53
9048	1.19e-01	7.47e-02	0.1733	1.7822301	0.30894069	53.2	ARTN	artemin
165631	1.19e-01	7.47e-02	0.2981	-1.7821607	-0.53130523	512.77	PARP15	poly(ADP-ribose) polymerase family member 15
23107	1.19e-01	7.47e-02	0.0774	1.782069	0.13795176	1292.73	MRPS27	mitochondrial ribosomal protein S27
11143	1.19e-01	7.48e-02	0.0822	-1.7819544	-0.14641614	1044.64	KAT7	lysine acetyltransferase 7
119504	1.19e-01	7.48e-02	0.0725	1.7818922	0.12924607	2484.37	ANAPC16	anaphase promoting complex subunit 16
283537	1.20e-01	7.48e-02	0.1643	1.781411	0.29267135	742.44	SLC46A3	solute carrier family 46 member 3
55252	1.20e-01	7.53e-02	0.1456	-1.7784518	-0.25890852	834.91	ASXL2	ASXL transcriptional regulator 2
112268052	1.20e-01	7.54e-02	0.2088	-1.7780721	-0.37124164	125.2	LOC112268052	
54708	1.20e-01	7.54e-02	0.0723	-1.7779373	-0.12850463	759.59	MARCHF5	membrane associated ring-CH-type finger 5
10500	1.21e-01	7.56e-02	0.1783	-1.7770505	-0.31683737	297.18	SEMA6C	semaphorin 6C
5091	1.21e-01	7.56e-02	0.164	1.7770136	0.29145992	413.91	PC	pyruvate carboxylase
6720	1.21e-01	7.56e-02	0.1471	1.7770381	0.26133077	2980.24	SREBF1	sterol regulatory element binding transcription factor 1
23218	1.21e-01	7.56e-02	0.0985	-1.7769044	-0.1751105	4385.69	NBEAL2	neurobeachin like 2
101929732	1.21e-01	7.57e-02	0.2603	-1.7762246	-0.46242946	45.22	LOC101929732	uncharacterized LOC101929732
105373942	1.21e-01	7.57e-02	0.2291	1.776106	0.40684142	37.22	LOC105373942	uncharacterized LOC105373942
2199	1.21e-01	7.57e-02	0.2536	-1.7761562	-0.45042927	2191.34	FBLN2	fibulin 2
1519	1.21e-01	7.57e-02	0.1462	-1.7760733	-0.25968214	698.26	CTSO	cathepsin O
284021	1.21e-01	7.57e-02	0.208	-1.7760956	-0.3694358	195.7	MILR1	mast cell immunoglobulin like receptor 1
80184	1.21e-01	7.58e-02	0.12	-1.7757414	-0.21308273	606.93	CEP290	centrosomal protein 290
28625	1.21e-01	7.58e-02	0.3064	-1.7755158	-0.54403566	10.95	TRBJ2-4	T cell receptor beta joining 2-4
340654	1.21e-01	7.59e-02	0.2535	1.7752758	0.4500657	106.24	LIPM	lipase family member M
3128	1.21e-01	7.59e-02	0.2487	-1.7750817	-0.44154751	577.21	HLA-DRB6	"major histocompatibility complex, class II, DR beta 6 (pseudogene)"
3139	1.21e-01	7.59e-02	0.268	-1.7749905	-0.47570515	463.66	HLA-L	"major histocompatibility complex, class I, L (pseudogene)"
3566	1.21e-01	7.59e-02	0.1128	-1.7748144	-0.2001596	3123.72	IL4R	interleukin 4 receptor
3775	1.21e-01	7.60e-02	0.2329	1.7742339	0.41326789	485	KCNK1	potassium two pore domain channel subfamily K member 1
58500	1.21e-01	7.60e-02	0.0721	1.7742071	0.12797284	255.12	ZNF250	zinc finger protein 250
9300	1.21e-01	7.60e-02	0.2584	-1.7741381	-0.45835057	32.03	SNORD28	"small nucleolar RNA, C/D box 28"
200539	1.21e-01	7.61e-02	0.1	-1.7738298	-0.17738526	128.94	ANKRD23	ankyrin repeat domain 23
100874323	1.21e-01	7.61e-02	0.2572	1.7738756	0.45617403	195.64	HOXA10-AS	HOXA10 antisense RNA
57161	1.21e-01	7.61e-02	0.1873	-1.7738085	-0.33231306	488.66	PELI2	pellino E3 ubiquitin protein ligase family member 2
4669	1.21e-01	7.62e-02	0.1374	1.7732103	0.24369099	1227.56	NAGLU	N-acetyl-alpha-glucosaminidase
5576	1.22e-01	7.63e-02	0.1192	1.7725828	0.21127574	1498.95	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha
116173	1.22e-01	7.63e-02	0.2828	-1.7724959	-0.50118074	31.17	CMTM5	CKLF like MARVEL transmembrane domain containing 5
439931	1.22e-01	7.63e-02	0.1422	1.7724848	0.25211338	97	THAP7-AS1	THAP7 antisense RNA 1
390	1.22e-01	7.63e-02	0.1675	-1.7722747	-0.29676957	1749.51	RND3	Rho family GTPase 3
54941	1.22e-01	7.64e-02	0.1435	1.7722319	0.25428516	741.08	RNF125	ring finger protein 125
105376845	1.22e-01	7.64e-02	0.2018	1.7720628	0.35760336	16.43	LOC105376845	uncharacterized LOC105376845
158830	1.22e-01	7.65e-02	0.1827	1.7713108	0.32354489	86.12	CXorf65	chromosome X open reading frame 65
6867	1.22e-01	7.65e-02	0.171	-1.7712467	-0.30288173	4781.73	TACC1	transforming acidic coiled-coil containing protein 1
25893	1.22e-01	7.65e-02	0.2069	1.771159	0.36649687	105.27	TRIM58	tripartite motif containing 58
54549	1.22e-01	7.66e-02	0.175	1.7709892	0.30989123	111.78	SDK2	sidekick cell adhesion molecule 2
55640	1.22e-01	7.66e-02	0.1805	1.770951	0.31963404	382.23	FLVCR2	FLVCR heme transporter 2
405	1.22e-01	7.66e-02	0.0757	-1.7708822	-0.13399689	1041.27	ARNT	aryl hydrocarbon receptor nuclear translocator
107987175	1.22e-01	7.66e-02	0.1043	-1.770789	-0.18473886	29.14	LOC107987175	replaced by ID 140465
100652772	1.22e-01	7.66e-02	0.1678	-1.7705729	-0.2971254	133.6	NNT-AS1	NNT antisense RNA 1
100534592	1.22e-01	7.67e-02	0.153	1.7703427	0.27085434	675.02	URGCP-MRPS24	URGCP-MRPS24 readthrough
2316	1.22e-01	7.67e-02	0.2426	-1.7701202	-0.42935845	17014.49	FLNA	filamin A
431705	1.22e-01	7.67e-02	0.3058	-1.7698944	-0.54122885	314.43	ASTL	astacin like metalloendopeptidase
5878	1.22e-01	7.69e-02	0.0814	-1.7692369	-0.14408639	2965.42	RAB5C	"RAB5C, member RAS oncogene family"
23196	1.22e-01	7.69e-02	0.1155	1.7691063	0.20437318	5451.93	FAM120A	family with sequence similarity 120A
5627	1.22e-01	7.69e-02	0.1743	-1.7688763	-0.30826915	1038.29	PROS1	protein S
729877	1.22e-01	7.70e-02	0.1181	1.7684914	0.208845	103.63	TBC1D3H	TBC1 domain family member 3H
644714	1.23e-01	7.70e-02	0.1062	1.768295	0.18776839	238.45	LIMD1-AS1	LIMD1 antisense RNA 1
202309	1.23e-01	7.70e-02	0.3132	1.7681094	0.55382395	96.81	GAPT	"GRB2 binding adaptor protein, transmembrane"
8394	1.23e-01	7.71e-02	0.0921	-1.7677899	-0.16282922	1010.29	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
115584	1.23e-01	7.72e-02	0.3351	1.7674173	0.59222137	9.19	SLC5A11	solute carrier family 5 member 11
55586	1.23e-01	7.73e-02	0.1622	-1.7666192	-0.28647327	62.8	MIOX	myo-inositol oxygenase
9879	1.23e-01	7.74e-02	0.0767	-1.7661802	-0.1355483	1566.9	DDX46	DEAD-box helicase 46
65251	1.23e-01	7.74e-02	0.094	1.7658889	0.16605133	140.44	ZNF649	zinc finger protein 649
160851	1.23e-01	7.75e-02	0.1678	-1.7656756	-0.29619663	1004.93	DGKH	diacylglycerol kinase eta
644353	1.23e-01	7.75e-02	0.1282	1.7654929	0.2263667	169.17	ZCCHC18	zinc finger CCHC-type containing 18
9311	1.23e-01	7.75e-02	0.1431	1.7653003	0.25264085	78.66	ASIC3	acid sensing ion channel subunit 3
83938	1.23e-01	7.76e-02	0.1637	1.7645762	0.28892287	107.37	LRMDA	leucine rich melanocyte differentiation associated
112268422	1.23e-01	7.77e-02	0.2608	-1.7643028	-0.4600849	21.21	LOC112268422	
4675	1.23e-01	7.77e-02	0.2637	-1.7642923	-0.46523442	78.34	NAP1L3	nucleosome assembly protein 1 like 3
57178	1.24e-01	7.77e-02	0.1549	-1.764184	-0.27326841	1872.27	ZMIZ1	zinc finger MIZ-type containing 1
7743	1.24e-01	7.77e-02	0.1003	-1.7639128	-0.17685876	477.55	ZNF189	zinc finger protein 189
645843	1.24e-01	7.78e-02	0.2459	-1.7638507	-0.43381807	16.15	TMEM14EP	"transmembrane protein 14E, pseudogene"
200172	1.24e-01	7.78e-02	0.1532	-1.7636672	-0.27027881	50.41	SLFNL1	schlafen like 1
158358	1.24e-01	7.78e-02	0.1234	-1.7636591	-0.21755397	862.3	KIAA2026	KIAA2026
105369347	1.24e-01	7.78e-02	0.1064	1.7636346	0.18770133	88.87	RELA-DT	RELA divergent transcript
728747	1.24e-01	7.78e-02	0.2547	1.7635519	0.44918133	10.77	ANKRD20A4P	"ankyrin repeat domain 20 family member A4, pseudogene"
7580	1.24e-01	7.78e-02	0.1272	1.7635306	0.22425471	421.22	ZNF32	zinc finger protein 32
51065	1.24e-01	7.79e-02	0.1353	1.7632735	0.23860748	2296.92	RPS27L	ribosomal protein S27 like
100616394	1.24e-01	7.79e-02	0.1573	-1.7632221	-0.27736768	90.24	MIR4444-1	microRNA 4444-1
59	1.24e-01	7.79e-02	0.2401	-1.7628491	-0.42324818	5977.37	ACTA2	"actin alpha 2, smooth muscle"
23666	1.24e-01	7.79e-02	0.1672	1.7627736	0.29481474	628.16	UBBP4	ubiquitin B pseudogene 4
171523	1.24e-01	7.80e-02	0.1297	1.7625903	0.22862575	55.67	CYP2T1P	"cytochrome P450 family 2 subfamily T member 1, pseudogene"
100130172	1.24e-01	7.80e-02	0.2095	-1.7625118	-0.36918414	17.07	FAM13B-AS1	FAM13B antisense RNA 1
51379	1.24e-01	7.80e-02	0.1306	-1.7625227	-0.23021643	441.04	CRLF3	cytokine receptor like factor 3
91584	1.24e-01	7.81e-02	0.3024	-1.7618407	-0.5327045	146.46	PLXNA4	plexin A4
55636	1.24e-01	7.81e-02	0.1328	-1.7617826	-0.23391948	1147.38	CHD7	chromodomain helicase DNA binding protein 7
57678	1.24e-01	7.81e-02	0.1049	1.7616453	0.18486852	284.14	GPAM	"glycerol-3-phosphate acyltransferase, mitochondrial"
101929231	1.24e-01	7.81e-02	0.0999	-1.7615619	-0.17593638	63.47	MMADHC-DT	MMADHC divergent transcript
101929609	1.24e-01	7.82e-02	0.1101	-1.7613984	-0.19394426	42.79	LOC101929609	uncharacterized LOC101929609
22907	1.24e-01	7.82e-02	0.0955	1.7613221	0.16813002	1981.15	DHX30	DExH-box helicase 30
56672	1.24e-01	7.83e-02	0.0827	-1.7608356	-0.14565975	351.43	AKIP1	A-kinase interacting protein 1
84306	1.24e-01	7.83e-02	0.1282	1.7606729	0.22577052	156.13	PDCD2L	programmed cell death 2 like
102724823	1.24e-01	7.83e-02	0.2267	1.7606107	0.39920593	9.5	LOC102724823	replaced by ID 2679
3691	1.24e-01	7.83e-02	0.1519	1.760501	0.26740357	4749.27	ITGB4	integrin subunit beta 4
100288162	1.24e-01	7.83e-02	0.1962	-1.7604213	-0.34539141	98.87	LOC100288162	uncharacterized LOC100288162
23659	1.24e-01	7.84e-02	0.1052	1.7601097	0.18509847	401.02	PLA2G15	phospholipase A2 group XV
79005	1.24e-01	7.84e-02	0.1496	1.7599988	0.26328466	264.41	SCNM1	sodium channel modifier 1
112268042	1.24e-01	7.84e-02	0.2403	-1.759804	-0.42284246	70.44	DOCK8-AS2	DOCK8 antisense RNA 2
128853	1.24e-01	7.85e-02	0.2434	1.7597045	0.42826568	41.56	DUSP15	dual specificity phosphatase 15
8411	1.25e-01	7.85e-02	0.1697	-1.7592642	-0.29846962	788.12	EEA1	early endosome antigen 1
51673	1.25e-01	7.86e-02	0.239	1.7591044	0.4204919	1029.72	TPPP3	tubulin polymerization promoting protein family member 3
9232	1.25e-01	7.86e-02	0.1916	1.7589717	0.33697054	647.49	PTTG1	"PTTG1 regulator of sister chromatid separation, securin"
84503	1.25e-01	7.87e-02	0.0781	1.7585282	0.13742111	146.97	ZNF527	zinc finger protein 527
116	1.25e-01	7.88e-02	0.382	-1.7577716	-0.6713878	153.26	ADCYAP1	adenylate cyclase activating polypeptide 1
5327	1.25e-01	7.88e-02	0.1831	-1.7574555	-0.32172339	2230.87	PLAT	"plasminogen activator, tissue type"
6520	1.25e-01	7.88e-02	0.1312	-1.7574634	-0.23062033	3395.9	SLC3A2	solute carrier family 3 member 2
199777	1.25e-01	7.89e-02	0.2133	-1.7573572	-0.37488394	91.37	ZNF626	zinc finger protein 626
1602	1.25e-01	7.89e-02	0.1782	-1.7570935	-0.31311782	275.44	DACH1	dachshund family transcription factor 1
9657	1.25e-01	7.89e-02	0.0887	-1.7569285	-0.15577245	736.54	IQCB1	IQ motif containing B1
100507634	1.25e-01	7.91e-02	0.2059	-1.7560415	-0.36164596	30.67	LOC100507634	uncharacterized LOC100507634
107984242	1.25e-01	7.91e-02	0.2271	-1.7560277	-0.39878176	21.44	LOC107984242	uncharacterized LOC107984242
29895	1.25e-01	7.91e-02	0.2301	1.7560726	0.4041245	8.96	MYL11	myosin light chain 11
23076	1.26e-01	7.93e-02	0.0773	-1.7547298	-0.1355561	760.26	RRP1B	ribosomal RNA processing 1B
112268189	1.26e-01	7.95e-02	0.1455	1.7533855	0.25503434	59.18	LOC112268189	
8717	1.26e-01	7.96e-02	0.1279	1.7527273	0.22410487	1063.47	TRADD	TNFRSF1A associated via death domain
56123	1.26e-01	7.97e-02	0.1807	-1.7526906	-0.31664329	54.79	PCDHB13	protocadherin beta 13
102723553	1.26e-01	7.97e-02	0.0924	1.7526206	0.16193311	154.4	LOC102723553	small integral membrane protein 11B
23467	1.26e-01	7.97e-02	0.2251	-1.7523154	-0.39449558	107.85	NPTXR	neuronal pentraxin receptor
100127955	1.26e-01	7.97e-02	0.2813	-1.7521959	-0.49297202	15.2	LOC100127955	uncharacterized LOC100127955
147645	1.26e-01	7.97e-02	0.1179	1.7521428	0.20666223	71.32	VSIG10L	V-set and immunoglobulin domain containing 10 like
10645	1.26e-01	7.98e-02	0.0593	1.7520401	0.10394332	1378.65	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
7745	1.26e-01	7.98e-02	0.145	-1.7519156	-0.25403015	604.71	ZKSCAN8	zinc finger with KRAB and SCAN domains 8
107985012	1.26e-01	7.98e-02	0.2122	1.751925	0.37170715	25.67	LOC107985012	uncharacterized LOC107985012
26781	1.26e-01	7.98e-02	0.1739	1.7517816	0.30468881	292.93	SNORA67	"small nucleolar RNA, H/ACA box 67"
51728	1.26e-01	7.98e-02	0.1404	1.7517113	0.24587719	311.58	POLR3K	RNA polymerase III subunit K
105369763	1.26e-01	7.99e-02	0.3031	1.7514746	0.53086318	21.89	LOC105369763	uncharacterized LOC105369763
3694	1.26e-01	7.99e-02	0.3155	1.7512406	0.55251956	429.25	ITGB6	integrin subunit beta 6
51248	1.27e-01	7.99e-02	0.1099	1.7510056	0.19240769	642.13	PDZD11	PDZ domain containing 11
6605	1.27e-01	8.00e-02	0.0437	-1.7505634	-0.07656868	2082.68	SMARCE1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
26801	1.27e-01	8.00e-02	0.1501	-1.7504462	-0.26266693	32.88	SNORD48	"small nucleolar RNA, C/D box 48"
25843	1.27e-01	8.01e-02	0.0922	-1.7500855	-0.16128835	481.28	MOB4	"MOB family member 4, phocein"
407043	1.27e-01	8.01e-02	0.1694	-1.7500347	-0.29644881	23.84	MIR7-1	microRNA 7-1
101928548	1.27e-01	8.02e-02	0.1414	1.7495323	0.24741188	37.24	LOC101928548	
64761	1.27e-01	8.03e-02	0.0981	-1.7492323	-0.17164742	1008.62	PARP12	poly(ADP-ribose) polymerase family member 12
2033	1.27e-01	8.02e-02	0.1489	-1.7492472	-0.26047912	2099.25	EP300	E1A binding protein p300
106707243	1.27e-01	8.03e-02	0.0708	-1.7490578	-0.12380975	51.54	PRH1-TAS2R14	PRH1-TAS2R14 readthrough
27166	1.27e-01	8.03e-02	0.1593	1.7489994	0.27861903	3102.21	PRELID1	PRELI domain containing 1
10140	1.27e-01	8.04e-02	0.1895	1.7485831	0.33136034	2272.79	TOB1	"transducer of ERBB2, 1"
10112	1.27e-01	8.04e-02	0.2022	-1.7484639	-0.35355397	262.01	KIF20A	kinesin family member 20A
8284	1.27e-01	8.04e-02	0.5868	-1.7482662	-1.02579962	1285.53	KDM5D	lysine demethylase 5D
79832	1.27e-01	8.04e-02	0.1307	-1.748166	-0.22844064	724.6	QSER1	glutamine and serine rich 1
107985320	1.27e-01	8.04e-02	0.1938	-1.7481997	-0.33879351	29.42	LOC107985320	uncharacterized LOC107985320
805	1.27e-01	8.05e-02	0.0974	1.7480449	0.17034328	11151.62	CALM2	calmodulin 2
100422894	1.28e-01	8.07e-02	0.2861	1.746725	0.49981873	41.73	MIR4260	microRNA 4260
105375079	1.28e-01	8.07e-02	0.3307	-1.7465953	-0.57753736	14.52	LOC105375079	uncharacterized LOC105375079
6683	1.28e-01	8.07e-02	0.1246	-1.7464443	-0.21763025	428.24	SPAST	spastin
79624	1.28e-01	8.07e-02	0.1438	-1.7463627	-0.25104048	494.16	ARMT1	acidic residue methyltransferase 1
641367	1.28e-01	8.08e-02	0.2272	-1.7463228	-0.39681591	14.88	CCNYL6	cyclin Y like 6 (pseudogene)
283219	1.28e-01	8.08e-02	0.0895	-1.7459494	-0.15630004	218.6	KCTD21	potassium channel tetramerization domain containing 21
55871	1.28e-01	8.09e-02	0.0904	1.7456797	0.15783723	633.79	ZNG1A	Zn regulated GTPase metalloprotein activator 1A
57231	1.28e-01	8.09e-02	0.0619	1.7455807	0.10803278	1468.75	SNX14	sorting nexin 14
5324	1.28e-01	8.09e-02	0.2116	-1.7455851	-0.36935058	86.92	PLAG1	PLAG1 zinc finger
401494	1.28e-01	8.11e-02	0.1663	-1.7443683	-0.29006892	331.41	HACD4	3-hydroxyacyl-CoA dehydratase 4
105374187	1.28e-01	8.11e-02	0.1438	1.7442434	0.25080791	22.19	LOC105374187	uncharacterized LOC105374187
107985877	1.28e-01	8.12e-02	0.1485	1.7439131	0.25893534	62.11	LOC107985877	
150	1.28e-01	8.12e-02	0.2148	1.7438222	0.37464373	642.29	ADRA2A	adrenoceptor alpha 2A
387597	1.28e-01	8.12e-02	0.2319	1.7437784	0.40431655	38.51	ILDR2	immunoglobulin like domain containing receptor 2
80178	1.28e-01	8.12e-02	0.2198	1.7435353	0.38314472	130.96	TEDC2	tubulin epsilon and delta complex 2
79290	1.28e-01	8.13e-02	0.3376	1.7434473	0.58859017	10.23	OR13A1	olfactory receptor family 13 subfamily A member 1
114112	1.28e-01	8.13e-02	0.0915	-1.7433918	-0.15948425	139.84	TXNRD3	thioredoxin reductase 3
7579	1.28e-01	8.13e-02	0.1144	-1.7433192	-0.19946975	131.49	ZSCAN20	zinc finger and SCAN domain containing 20
729633	1.28e-01	8.13e-02	0.3129	-1.7433032	-0.54544128	20.55	MRS2P2	MRS2 pseudogene 2
285498	1.28e-01	8.13e-02	0.1233	1.7432056	0.2148558	41.27	RNF212	ring finger protein 212
57096	1.28e-01	8.13e-02	0.1671	1.7430962	0.29130333	27.43	RPGRIP1	RPGR interacting protein 1
9897	1.28e-01	8.13e-02	0.1027	-1.7430317	-0.17905825	944.83	WASHC5	WASH complex subunit 5
285172	1.28e-01	8.14e-02	0.1556	-1.7425315	-0.27109327	691.32	HYCC2	hyccin PI4KA lipid kinase complex subunit 2
303	1.28e-01	8.14e-02	0.1542	-1.7425018	-0.26864782	281.55	ANXA2P1	annexin A2 pseudogene 1
407026	1.29e-01	8.14e-02	0.2498	1.7423679	0.43523065	22.42	MIR29C	microRNA 29c
7701	1.29e-01	8.14e-02	0.0768	-1.7423485	-0.13384089	720.23	ZNF142	zinc finger protein 142
10111	1.29e-01	8.15e-02	0.0911	1.7421503	0.15873235	1285.87	RAD50	RAD50 double strand break repair protein
102725068	1.29e-01	8.15e-02	0.1732	-1.7419922	-0.30175218	35.76	MICB-DT	MICB divergent transcript
79035	1.29e-01	8.15e-02	0.1279	1.7419585	0.22287279	741.06	NABP2	nucleic acid binding protein 2
51054	1.29e-01	8.15e-02	0.163	-1.7417812	-0.28396047	38.85	PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1
55578	1.29e-01	8.15e-02	0.065	-1.7417804	-0.1132745	880.88	SUPT20H	"SPT20 homolog, SAGA complex component"
107985728	1.29e-01	8.16e-02	0.2522	-1.7416813	-0.43920481	44.61	LOC107985728	collagen alpha-1(III) chain-like
105376829	1.29e-01	8.16e-02	0.1807	1.741567	0.31469829	18.92	LOC105376829	uncharacterized LOC105376829
6340	1.29e-01	8.16e-02	0.4671	1.7413821	0.81342335	194.88	SCNN1G	sodium channel epithelial 1 subunit gamma
282973	1.29e-01	8.16e-02	0.2063	-1.7412448	-0.35927046	18.14	JAKMIP3	Janus kinase and microtubule interacting protein 3
163732	1.29e-01	8.17e-02	0.2331	-1.7410901	-0.40585484	180.86	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
6608	1.29e-01	8.17e-02	0.1687	-1.7409296	-0.29373842	265.72	SMO	"smoothened, frizzled class receptor"
105373836	1.29e-01	8.17e-02	0.2065	-1.7407008	-0.3594294	24.93	LOC105373836	uncharacterized LOC105373836
147694	1.29e-01	8.17e-02	0.1504	-1.7406336	-0.26185749	359.2	ZNF548	zinc finger protein 548
51738	1.29e-01	8.18e-02	0.1212	-1.7404123	-0.21086356	47.14	GHRL	ghrelin and obestatin prepropeptide
79865	1.29e-01	8.18e-02	0.3536	-1.740318	-0.61535642	45.96	TREML2	triggering receptor expressed on myeloid cells like 2
23067	1.29e-01	8.18e-02	0.0941	-1.7402732	-0.16372717	1209.05	SETD1B	"SET domain containing 1B, histone lysine methyltransferase"
90007	1.29e-01	8.18e-02	0.1718	1.7400983	0.29890695	5517.38	MIDN	midnolin
939	1.29e-01	8.19e-02	0.2143	-1.7399761	-0.37287911	648.48	CD27	CD27 molecule
644873	1.29e-01	8.19e-02	0.0668	1.7397344	0.11615491	572.29	SLC12A2-DT	SLC12A2 divergent transcript
57513	1.29e-01	8.21e-02	0.145	-1.7384917	-0.25202655	886.67	CASKIN2	CASK interacting protein 2
3068	1.30e-01	8.22e-02	0.1124	1.7380183	0.19530676	5768.31	HDGF	heparin binding growth factor
3108	1.30e-01	8.23e-02	0.1974	-1.7375195	-0.34303938	1738.96	HLA-DMA	"major histocompatibility complex, class II, DM alpha"
54867	1.30e-01	8.23e-02	0.0995	-1.7374833	-0.17288304	2363.75	TMEM214	transmembrane protein 214
286530	1.30e-01	8.23e-02	0.2704	-1.7373145	-0.46971247	492.34	P2RY8	P2Y receptor family member 8
10084	1.30e-01	8.24e-02	0.1401	1.737106	0.24336749	1323.26	PQBP1	polyglutamine binding protein 1
101927393	1.30e-01	8.24e-02	0.1135	1.736799	0.19710313	182.34	LOC101927393	uncharacterized LOC101927393
